6214
1633	発覚	8
978	登場	6
1874	登録	19
599	白	10
1566	白い	6
1393	白ロム	10
1460	白黒	8
193	的	137
1645	皆さん	6
276	目	75
1291	目先	6
961	目立つ	9
1688	目覚まし	6
492	直す	16
1620	直る	14
1560	直前	11
2110	直後	5
934	直接	12
1086	相性	17
1107	相手	18
2089	相談	5
1797	省エネ	5
628	真っ先	5
2004	真っ暗	6
1893	真ん中	10
1820	真剣	6
610	眺める	8
1183	着く	5
1667	着信	10
1591	瞬間	9
1126	知る	81
1680	短い	10
779	破綻	5
780	確か	27
524	確定	8
558	確実	6
1064	確率	6
686	確認	26
1624	社	9
1129	社員	23
1840	社長	20
1780	神	14
194	私	107
1905	秒	11
2052	移す	5
1249	移動	19
529	移行	18
54	程度	20
1915	税金	6
2072	種類	5
1085	稼働	7
1547	立つ	8
1551	立場	6
1099	端子	17
226	端末	115
2083	端本	5
171	笑	94
1880	笑う	12
1626	笑える	8
591	笑顔	13
1885	等	8
1784	筐体	7
1924	策	5
1358	範囲	8
836	簡単	33
1971	粉飾	6
1546	粟田口	18
1583	精度	14
1313	糞	38
353	系	23
629	納得	12
746	純正	8
257	紙	46
1442	素敵	24
323	素晴らしい	31
1790	索索	6
840	細かい	18
273	終わる	74
373	終了	24
1602	組織	6
413	経つ	42
305	経営	139
837	経営者	20
1539	経由	7
1942	経緯	5
1090	経過	5
692	経験	11
1683	結婚	5
669	結局	49
290	結果	29
1130	結論	9
2062	絡まる	5
992	絵	21
287	絶対	33
979	絶賛	5
2022	続く	8
354	続ける	36
1154	維持	10
234	綺麗	183
603	線	15
1943	締結	5
448	編集	6
1254	縁	7
2105	縛る	6
1145	縦	11
2021	縮小	12
801	繋がる	18
1366	繋ぐ	13
2087	繰り返す	5
366	置く	37
456	美しい	16
2011	美味しい	6
414	羨ましい	8
2111	老眼	5
815	考える	80
1493	者	11
355	耐える	7
1984	耐久性	5
971	耳	10
945	聞く	49
1280	聞こえる	17
86	聴く	19
1468	聴ける	5
1995	職場	6
2005	肝心	5
1829	背景	7
1133	背面	27
2113	胸	5
1326	能力	12
1020	腐る	5
266	腹立つ	11
1803	膨張	6
679	自体	27
132	自分	91
1131	自分たち	6
647	自動	26
816	自宅	19
1883	自室	5
28	自撮り	8
1007	臭い	5
1562	至る	5
457	興味	8
1147	舐める	6
1431	良	7
141	良い	318
458	色	46
2071	色合い	6
1050	色味	9
684	若干	10
1953	苦労	5
1830	苦手	7
1051	荒い	7
378	萎える	8
1247	落ち	7
155	落ちぶれる	5
66	落ちる	87
2102	落ち着く	5
872	落とす	68
1734	蓋	7
172	薄い	59
1372	行う	25
242	行く	141
795	行為	5
1040	衝撃	9
67	表示	68
55	表紙	13
993	裏	13
925	裏面	6
1601	補償	8
1274	補正	10
995	製	28
1110	製品	49
348	製本	10
1928	複合機	5
29	要る	10
630	要約	5
1168	見える	37
1638	見かける	6
2094	見せる	7
135	見た目	12
1727	見つかる	7
1101	見つける	10
1613	見づらい	5
1148	見やすい	11
56	見る	216
977	見れる	25
1796	見当たる	5
384	視野	5
1412	覚える	8
1406	親	7
431	親切	5
1487	親指	13
1296	観る	10
1411	角	14
1079	解像度	17
648	解決	7
2080	解消	7
2000	解約	6
1340	解除	17
227	触る	71
914	触れる	10
1108	言い出す	6
235	言う	191
1327	言える	17
1071	言葉	13
1287	記事	5
2053	記憶	5
2061	記載	5
145	設定	96
1414	設計	9
1385	許す	10
1737	訳	16
572	証明写真	17
1394	詐欺	9
1111	評価	15
2012	試し	7
1008	試す	32
1434	詰まり	9
1689	詰まる	8
1027	詰む	11
1028	話	49
980	話題	11
2104	認証	7
507	認識	41
1826	誤る	10
1708	誤作動	10
1684	誤字	10
1229	説明	10
1045	読み込み	11
1137	読み込む	11
1523	読む	16
334	誰	17
1798	誰か	7
96	調べる	38
1471	調印	6
1227	調子	53
1018	調整	11
1691	調節	5
1930	諦める	11
1461	謎	13
1738	負ける	7
870	負債	16
1801	販売	14
760	責任	13
493	買い	7
1009	買い換える	39
1499	買い替え	10
68	買い替える	18
21	買う	323
508	買える	24
360	買収	73
826	貼る	18
871	資料	8
912	資本	5
1800	質	11
926	質感	6
15	購入	42
1189	赤外線	5
1951	赤字	5
1115	走る	12
1424	起きる	34
1193	起こす	17
1892	起こる	7
509	起動	81
1036	超える	12
1980	足	8
605	足りる	9
1966	足る	5
827	跡	5
838	蹴る	6
1132	身	7
1698	身売り	10
432	車	11
1048	転送	9
258	軽い	47
1641	軽石	5
1241	軽量	11
1510	辛い	27
1853	辺り	7
498	近い	21
173	近く	24
1643	近所	25
1945	返す	5
1610	返る	10
174	迷う	27
2090	迷惑	5
1435	追加	11
657	送る	23
399	送信	10
537	逆	23
1770	途中	20
1320	途切れる	13
277	通り	22
1190	通信	26
1545	通常	8
917	通知	16
965	通話	34
1841	逝く	9
846	速い	21
900	速度	13
2036	速度制限	6
1900	速攻	5
1317	連携	5
670	連絡	27
1605	連続	14
658	週間	25
703	進む	9
1925	進める	6
415	進化	36
1524	進歩	6
641	遅い	48
1233	遅れる	5
940	遅延	5
968	遊ぶ	8
57	遊べる	9
1816	運用	7
367	過ぎ	5
58	過ぎる	85
1954	過去	8
1292	達	9
1729	違い	16
184	違う	68
1013	違乱	11
1185	違和感	9
828	適当	5
1663	選ぶ	22
2095	選べる	5
1693	選択	16
1459	選択肢	6
1120	避ける	6
1802	邪魔	11
941	部	16
685	部分	26
1898	部品	7
547	部屋	36
2082	部門	5
1297	配信	10
1748	配置	7
405	酷い	42
339	重い	64
997	重さ	7
1203	重宝	9
1887	重要	7
1220	野郎	11
514	量	37
1457	量産	5
913	金	25
793	鈍い	6
1603	銀行	9
964	録画	13
335	長い	16
114	長居	5
1856	長押	12
69	長持ち	15
2055	長時間	7
799	開く	28
1165	開ける	14
195	開発	17
649	開発者	5
1858	開示	6
115	間	23
885	間違い	11
1512	間違う	12
1205	間違える	9
631	関わる	5
1230	関係	18
612	関連	7
1659	防塵	12
400	防止	5
859	防水	55
1730	限り	10
1555	限る	8
972	限界	10
306	陣	125
2017	階	6
468	隠し	6
375	隠す	23
1488	隣	6
1818	集合	6
781	雇用	6
1169	雑	6
47	離れる	6
1792	難しい	19
2059	難点	6
642	雨	9
433	電気	16
148	電池	311
659	電池パック	12
947	電池切れ	8
1766	電波	14
70	電源	114
616	電話	50
1835	電話帳	7
1186	電車	16
2027	静か	7
1077	非常	20
394	面	21
1622	面付き	5
187	面倒	19
146	面倒くさい	6
1231	面白い	16
1029	革新	8
1328	韓国	7
87	音	89
1594	音ゲー	7
1690	音声	8
88	音楽	39
288	音源	11
185	音質	34
518	音量	26
1873	頃	18
1336	頑張る	25
278	頭	24
1483	頻度	9
1288	頻繁	14
2098	頼む	9
307	額	9
806	顔	22
554	風呂	29
469	飛ばす	8
1994	飛ぶ	10
959	食う	13
308	首	10
1037	馬鹿	10
1184	駄目	18
510	駅	5
1823	騒ぐ	5
2047	騒動	5
1170	驚き	12
89	驚く	20
368	高	24
369	高い	96
1011	高さ	7
1703	高位	11
1138	高性能	12
1781	高画質	7
2048	高級	5
1437	髪	5
1063	魅力	24
459	鮮やか	6
1166	鳴る	10
782	鴻海	72
1571	黒	7
860	０	40
175	１	57
981	２	56
1030	３	48
1398	４	28
734	５	32
438	６	35
16	７	6
1500	８	7
1969	＼/	6
